report_id,community_name,region_id,report_date,reporter_type,local_season,rainfall_level,road_access,seasonal_indicators_text,num_dogs_seen,num_puppies_seen,skin_issue_count,parasite_issue_count,recent_dog_deaths,distance_to_clinic,dog_roaming_level,requested_help,notes,months_since_last_visit,needs_parasite_treatment_3m,needs_scabies_treatment_3m,needs_followup_visit_3m,needs_parasite_treatment_6m,needs_scabies_treatment_6m,needs_followup_visit_6m,needs_parasite_treatment_9m,needs_scabies_treatment_9m,needs_followup_visit_9m,needs_parasite_treatment_12m,needs_scabies_treatment_12m,needs_followup_visit_12m
339,Outstation A,1,2023-12-25,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",44,5,5,6,2,95,medium,1,Synthetic ranger field report,1,1,0,1,1,1,0,0,0,0,1,1,1
383,Outstation B,1,2023-12-26,ranger,Kudjewk,low,difficult,"monsoon_building, flooded_ground, mosquitoes_high",68,14,4,2,0,105,medium,0,Synthetic ranger field report,3,1,1,1,1,0,0,1,0,1,0,0,1
23,Maningrida,1,2023-12-27,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",71,10,12,10,1,120,high,1,Synthetic ranger field report,2,1,1,1,1,1,0,1,1,1,1,0,0
112,Warruwi,1,2023-12-29,waldhep_staff,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",55,3,6,7,1,180,medium,1,Synthetic ranger field report,1,0,1,1,1,0,1,0,0,0,1,0,1
248,Ramingining,1,2024-01-03,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",126,22,8,7,1,190,high,1,Synthetic ranger field report,4,1,1,1,1,1,1,1,1,1,1,0,1
295,Minjilang,1,2024-01-07,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",40,3,8,4,2,230,high,1,Synthetic ranger field report,1,1,1,1,1,1,0,1,0,0,0,1,0
202,Milingimbi,1,2024-01-09,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",45,6,3,5,0,210,medium,0,Synthetic ranger field report,1,1,0,1,1,0,1,1,0,0,0,1,1
155,Jabiru,1,2024-01-12,waldhep_staff,Kudjewk,medium,easy,"monsoon_building, flooded_ground, mosquitoes_high",97,14,5,5,1,40,medium,0,Synthetic ranger field report,3,0,0,0,0,0,0,1,0,0,0,1,1
68,Gunbalanya,1,2024-01-19,ranger,Kudjewk,medium,moderate,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",88,18,6,6,1,70,high,1,Synthetic ranger field report,6,1,1,1,0,1,0,0,0,1,0,0,1
429,Croker Camp,1,2024-01-20,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",41,7,8,4,1,160,high,1,Synthetic ranger field report,6,1,1,1,0,0,0,0,1,1,1,1,1
384,Outstation B,1,2024-01-24,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",88,17,7,7,1,105,low,1,Synthetic ranger field report,3,1,0,1,1,0,0,0,0,1,1,1,0
24,Maningrida,1,2024-01-26,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",120,24,5,8,0,120,medium,1,Synthetic ranger field report,1,1,1,0,0,0,1,0,0,1,1,1,1
340,Outstation A,1,2024-01-30,ranger,Kudjewk,medium,moderate,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",112,15,7,4,1,95,high,1,Synthetic ranger field report,2,1,0,0,0,1,0,0,1,0,0,1,0
113,Warruwi,1,2024-02-03,ranger,Kudjewk,low,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",49,8,7,3,1,180,high,1,Synthetic ranger field report,2,1,1,0,1,1,0,1,1,1,1,0,1
203,Milingimbi,1,2024-02-07,ranger,Kudjewk,low,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",90,9,5,4,1,210,high,0,Synthetic ranger field report,3,0,0,0,0,1,1,1,0,0,0,1,0
156,Jabiru,1,2024-02-08,waldhep_staff,Kudjewk,low,easy,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",50,10,7,2,1,40,high,1,Synthetic ranger field report,4,1,1,0,1,0,0,0,0,0,1,0,0
296,Minjilang,1,2024-02-08,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",59,11,8,8,0,230,high,1,Synthetic ranger field report,1,1,0,1,1,1,1,1,1,1,1,1,0
249,Ramingining,1,2024-02-12,waldhep_staff,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high",84,11,5,4,3,190,low,1,Synthetic ranger field report,5,0,1,0,0,0,1,1,1,1,0,1,1
69,Gunbalanya,1,2024-02-22,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",40,3,3,4,0,70,high,1,Synthetic ranger field report,6,1,0,1,0,0,1,0,0,0,1,0,1
430,Croker Camp,1,2024-02-28,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",55,9,5,12,2,160,high,1,Synthetic ranger field report,6,1,1,1,1,0,1,0,1,1,1,0,1
25,Maningrida,1,2024-03-01,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high",82,6,5,3,0,120,low,0,Synthetic ranger field report,1,0,1,0,1,0,1,0,0,1,0,1,1
385,Outstation B,1,2024-03-04,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",58,12,5,6,2,105,medium,1,Synthetic ranger field report,4,0,1,1,1,1,0,0,0,1,0,1,1
157,Jabiru,1,2024-03-06,ranger,Kudjewk,low,easy,"monsoon_building, flooded_ground, mosquitoes_high",82,17,4,4,2,40,medium,1,Synthetic ranger field report,5,1,0,1,1,0,0,0,1,1,1,0,0
204,Milingimbi,1,2024-03-06,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",83,12,10,8,2,210,high,1,Synthetic ranger field report,4,1,1,1,1,1,1,1,0,1,1,1,1
341,Outstation A,1,2024-03-10,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",88,19,11,3,1,95,high,1,Synthetic ranger field report,4,1,1,0,1,0,0,1,0,0,1,1,0
114,Warruwi,1,2024-03-11,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",32,5,12,10,2,180,high,1,Synthetic ranger field report,1,1,1,1,1,1,1,1,1,1,0,1,1
250,Ramingining,1,2024-03-15,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",30,2,6,7,0,190,high,1,Synthetic ranger field report,7,0,0,0,0,1,1,1,1,1,0,1,0
297,Minjilang,1,2024-03-16,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",49,2,6,4,1,230,high,1,Synthetic ranger field report,3,1,0,1,1,0,1,1,1,1,0,1,0
431,Croker Camp,1,2024-03-27,waldhep_staff,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",24,3,12,5,1,160,medium,1,Synthetic ranger field report,1,0,1,1,1,1,1,1,1,1,0,0,0
70,Gunbalanya,1,2024-03-30,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",59,6,6,10,2,70,low,1,Synthetic ranger field report,7,0,1,1,1,1,1,1,1,1,1,1,0
205,Milingimbi,1,2024-03-31,waldhep_staff,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",60,11,9,7,0,210,high,1,Synthetic ranger field report,5,0,1,0,1,0,1,1,0,1,1,0,0
26,Maningrida,1,2024-04-07,ranger,Bangkerreng,high,difficult,"storm_tail, wet_ground, standing_water, dog_movement_high",20,3,9,4,2,120,high,1,Synthetic ranger field report,2,1,1,0,1,0,1,0,0,0,1,0,1
158,Jabiru,1,2024-04-07,waldhep_staff,Bangkerreng,high,easy,"storm_tail, wet_ground, standing_water, dog_movement_high",49,4,7,6,3,40,high,1,Synthetic ranger field report,5,1,0,1,1,0,1,1,0,1,0,0,1
342,Outstation A,1,2024-04-08,ranger,Bangkerreng,medium,moderate,"storm_tail, wet_ground",44,2,4,5,2,95,medium,1,Synthetic ranger field report,1,0,1,1,0,0,1,1,0,1,0,0,0
386,Outstation B,1,2024-04-10,veterinarian,Bangkerreng,medium,difficult,"storm_tail, wet_ground, dog_movement_high",95,10,4,5,0,105,high,0,Synthetic ranger field report,1,1,0,1,1,1,1,0,1,0,1,0,1
115,Warruwi,1,2024-04-13,ranger,Bangkerreng,high,difficult,"storm_tail, wet_ground, standing_water, dog_movement_high",85,13,5,7,0,180,high,1,Synthetic ranger field report,1,1,1,1,1,0,0,1,1,1,0,1,1
298,Minjilang,1,2024-04-13,ranger,Bangkerreng,high,difficult,"storm_tail, wet_ground, standing_water",42,5,6,7,1,230,medium,1,Synthetic ranger field report,3,1,1,0,1,1,1,0,1,1,1,1,1
251,Ramingining,1,2024-04-22,ranger,Bangkerreng,high,difficult,"storm_tail, wet_ground, standing_water",46,7,6,12,1,190,medium,1,Synthetic ranger field report,8,1,0,0,1,1,0,1,1,1,0,0,1
432,Croker Camp,1,2024-04-23,veterinarian,Bangkerreng,high,difficult,"storm_tail, wet_ground, standing_water",49,5,6,5,0,160,medium,1,Synthetic ranger field report,3,1,1,1,0,0,1,0,0,1,0,1,1
206,Milingimbi,1,2024-04-26,ranger,Bangkerreng,medium,difficult,"storm_tail, wet_ground",75,6,5,4,0,210,low,1,Synthetic ranger field report,5,1,1,1,1,1,0,1,1,1,1,0,1
159,Jabiru,1,2024-05-04,veterinarian,Yekke,low,easy,"cooler_mornings, surface_water_remaining, dog_movement_high",65,9,3,0,1,40,high,1,Synthetic ranger field report,6,0,1,1,1,1,1,0,0,0,1,1,1
387,Outstation B,1,2024-05-05,ranger,Yekke,high,difficult,"cooler_mornings, surface_water_remaining, standing_water, dog_movement_high",51,11,7,6,1,105,high,1,Synthetic ranger field report,2,1,1,0,1,0,1,1,1,1,0,1,1
71,Gunbalanya,1,2024-05-07,ranger,Yekke,low,moderate,"cooler_mornings, surface_water_remaining, dog_movement_high",116,10,7,5,0,70,high,1,Synthetic ranger field report,8,1,1,1,1,0,1,1,0,0,0,1,1
27,Maningrida,1,2024-05-09,ranger,Yekke,medium,difficult,"cooler_mornings, surface_water_remaining",62,6,4,3,0,120,medium,0,Synthetic ranger field report,4,1,1,1,1,0,1,1,0,0,0,0,1
343,Outstation A,1,2024-05-10,ranger,Yekke,low,moderate,"cooler_mornings, surface_water_remaining, dog_movement_high",132,11,2,4,0,95,high,0,Synthetic ranger field report,2,0,1,1,0,0,0,0,0,0,1,1,1
299,Minjilang,1,2024-05-17,waldhep_staff,Yekke,low,difficult,"cooler_mornings, surface_water_remaining",32,2,2,2,0,230,medium,1,Synthetic ranger field report,5,1,0,1,1,1,1,0,0,0,0,0,0
116,Warruwi,1,2024-05-20,veterinarian,Yekke,low,difficult,"cooler_mornings, surface_water_remaining",101,10,2,3,1,180,low,0,Synthetic ranger field report,1,1,0,0,1,0,1,1,0,1,1,0,0
252,Ramingining,1,2024-05-29,waldhep_staff,Yekke,low,difficult,"cooler_mornings, surface_water_remaining",43,3,4,3,0,190,medium,0,Synthetic ranger field report,1,1,0,0,1,0,0,0,1,0,1,1,0
433,Croker Camp,1,2024-05-29,veterinarian,Yekke,medium,difficult,"cooler_mornings, surface_water_remaining, dog_movement_high",27,1,8,3,2,160,high,1,Synthetic ranger field report,4,1,0,1,1,0,0,0,0,1,1,1,1
388,Outstation B,1,2024-06-02,veterinarian,Yekke,low,difficult,"cooler_mornings, surface_water_remaining",61,8,5,1,2,105,medium,1,Synthetic ranger field report,1,0,1,0,1,0,1,0,0,0,0,1,1
72,Gunbalanya,1,2024-06-04,ranger,Yekke,medium,moderate,"cooler_mornings, surface_water_remaining",89,11,4,4,0,70,medium,0,Synthetic ranger field report,1,1,0,0,0,0,0,1,1,1,0,0,1
207,Milingimbi,1,2024-06-04,ranger,Yekke,high,difficult,"cooler_mornings, surface_water_remaining, standing_water, dog_movement_high",105,9,3,8,1,210,high,1,Synthetic ranger field report,5,1,1,1,1,0,0,0,1,1,1,1,1
28,Maningrida,1,2024-06-06,ranger,Yekke,medium,difficult,"cooler_mornings, surface_water_remaining",60,6,3,5,1,120,medium,1,Synthetic ranger field report,5,0,0,0,1,1,1,1,1,0,1,0,1
160,Jabiru,1,2024-06-10,waldhep_staff,Yekke,medium,easy,"cooler_mornings, surface_water_remaining",20,2,3,4,0,40,low,0,Synthetic ranger field report,1,1,0,1,0,0,1,0,1,0,1,1,1
300,Minjilang,1,2024-06-11,ranger,Yekke,high,difficult,"cooler_mornings, surface_water_remaining, standing_water",39,3,2,10,1,230,medium,1,Synthetic ranger field report,6,1,0,1,0,1,1,0,1,0,0,0,0
344,Outstation A,1,2024-06-13,ranger,Yekke,high,moderate,"cooler_mornings, surface_water_remaining, standing_water",105,15,6,7,0,95,medium,1,Synthetic ranger field report,2,1,0,1,1,1,1,1,0,0,0,1,0
117,Warruwi,1,2024-06-23,veterinarian,Yekke,high,difficult,"cooler_mornings, surface_water_remaining, standing_water",53,9,4,5,0,180,medium,0,Synthetic ranger field report,2,0,0,0,0,1,0,1,0,0,0,1,1
434,Croker Camp,1,2024-06-30,waldhep_staff,Yekke,low,difficult,"cooler_mornings, surface_water_remaining",36,4,3,3,2,160,medium,1,Synthetic ranger field report,1,1,1,1,0,0,0,0,1,0,0,1,0
29,Maningrida,1,2024-07-03,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",89,2,4,3,0,120,high,1,Synthetic ranger field report,7,1,0,1,0,1,1,0,0,1,0,1,0
73,Gunbalanya,1,2024-07-03,ranger,Wurrkeng,low,moderate,"cool_dry, low_humidity",74,8,3,1,2,70,medium,1,Synthetic ranger field report,2,0,1,1,0,0,0,0,0,0,0,0,1
253,Ramingining,1,2024-07-08,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",42,4,4,3,0,190,high,0,Synthetic ranger field report,1,0,0,0,0,0,1,0,1,1,0,0,1
389,Outstation B,1,2024-07-10,ranger,Wurrkeng,medium,difficult,"cool_dry, low_humidity",37,3,1,7,0,105,medium,1,Synthetic ranger field report,1,1,0,0,0,0,1,0,0,1,1,0,0
208,Milingimbi,1,2024-07-11,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",157,7,3,4,2,210,high,1,Synthetic ranger field report,6,0,1,1,0,0,1,1,1,1,0,1,1
345,Outstation A,1,2024-07-15,ranger,Wurrkeng,low,moderate,"cool_dry, low_humidity",85,6,2,3,0,95,medium,0,Synthetic ranger field report,2,0,0,0,1,0,1,0,0,0,0,0,0
301,Minjilang,1,2024-07-16,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",43,4,2,2,3,230,high,1,Synthetic ranger field report,8,1,1,1,1,0,1,1,0,1,0,1,1
161,Jabiru,1,2024-07-17,ranger,Wurrkeng,low,easy,"cool_dry, low_humidity",94,6,3,2,2,40,low,1,Synthetic ranger field report,2,1,1,0,0,0,1,0,0,1,0,0,0
118,Warruwi,1,2024-07-30,ranger,Wurrkeng,medium,difficult,"cool_dry, low_humidity",92,7,3,7,1,180,medium,1,Synthetic ranger field report,3,0,0,1,0,1,0,1,1,1,0,1,1
30,Maningrida,1,2024-08-03,ranger,Wurrkeng,medium,difficult,"cool_dry, low_humidity",52,6,3,3,0,120,low,1,Synthetic ranger field report,8,1,0,1,0,0,0,0,0,0,1,0,1
254,Ramingining,1,2024-08-03,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",134,14,4,1,1,190,high,0,Synthetic ranger field report,2,1,0,0,0,0,1,1,0,0,0,0,0
74,Gunbalanya,1,2024-08-07,waldhep_staff,Wurrkeng,low,moderate,"cool_dry, low_humidity, dog_movement_high",166,14,3,0,1,70,high,0,Synthetic ranger field report,2,0,0,0,0,1,0,0,0,1,0,1,0
390,Outstation B,1,2024-08-07,waldhep_staff,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",74,8,6,2,0,105,high,1,Synthetic ranger field report,3,0,1,0,0,0,0,0,1,0,0,0,1
435,Croker Camp,1,2024-08-07,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity",20,2,3,3,1,160,medium,0,Synthetic ranger field report,2,0,1,1,0,0,1,1,0,0,1,1,1
302,Minjilang,1,2024-08-14,ranger,Wurrkeng,medium,difficult,"cool_dry, low_humidity, dog_movement_high",103,12,4,4,0,230,high,1,Synthetic ranger field report,9,1,0,1,1,0,1,1,0,0,1,0,1
162,Jabiru,1,2024-08-16,veterinarian,Wurrkeng,low,easy,"cool_dry, low_humidity",31,3,1,4,0,40,low,0,Synthetic ranger field report,1,0,0,1,1,1,0,0,0,1,0,1,0
209,Milingimbi,1,2024-08-20,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity",58,6,3,2,1,210,medium,1,Synthetic ranger field report,6,0,1,1,1,1,1,1,0,1,1,1,1
346,Outstation A,1,2024-08-21,ranger,Wurrkeng,low,moderate,"cool_dry, low_humidity",92,9,4,3,0,95,medium,0,Synthetic ranger field report,2,0,1,0,1,0,0,0,0,0,1,0,0
75,Gunbalanya,1,2024-09-04,ranger,Kurrung,high,moderate,"hot_dry, thunderclouds_building, standing_water",50,3,4,2,2,70,medium,1,Synthetic ranger field report,3,1,1,1,0,0,1,1,0,1,1,0,0
31,Maningrida,1,2024-09-05,ranger,Kurrung,medium,difficult,"hot_dry, thunderclouds_building",91,8,5,6,0,120,medium,0,Synthetic ranger field report,1,1,1,1,1,1,1,1,0,0,0,0,0
119,Warruwi,1,2024-09-06,waldhep_staff,Kurrung,medium,difficult,"hot_dry, thunderclouds_building",77,4,3,6,1,180,medium,0,Synthetic ranger field report,1,1,1,1,1,1,0,0,1,1,1,1,1
255,Ramingining,1,2024-09-06,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building, dog_movement_high",26,2,6,3,0,190,high,1,Synthetic ranger field report,3,0,1,1,1,1,0,0,0,1,0,0,0
391,Outstation B,1,2024-09-09,waldhep_staff,Kurrung,low,difficult,"hot_dry, thunderclouds_building",83,7,4,3,0,105,medium,0,Synthetic ranger field report,4,0,1,0,0,1,0,1,0,0,0,0,1
303,Minjilang,1,2024-09-11,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",20,3,1,2,1,230,low,1,Synthetic ranger field report,9,1,0,0,1,1,0,0,0,1,1,1,0
436,Croker Camp,1,2024-09-13,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",34,3,3,4,0,160,medium,0,Synthetic ranger field report,4,0,0,1,0,1,1,1,0,0,1,0,1
163,Jabiru,1,2024-09-16,ranger,Kurrung,low,easy,"hot_dry, thunderclouds_building",56,5,1,2,1,40,medium,0,Synthetic ranger field report,2,0,0,0,1,0,0,1,0,0,0,0,1
210,Milingimbi,1,2024-09-19,veterinarian,Kurrung,low,difficult,"hot_dry, thunderclouds_building, dog_movement_high",70,8,3,1,1,210,high,1,Synthetic ranger field report,7,1,1,1,1,1,1,0,1,1,0,1,1
347,Outstation A,1,2024-09-27,waldhep_staff,Kurrung,medium,moderate,"hot_dry, thunderclouds_building, dog_movement_high",93,7,4,4,0,95,high,0,Synthetic ranger field report,4,1,0,1,0,0,1,1,0,1,0,1,0
256,Ramingining,1,2024-10-04,waldhep_staff,Kurrung,medium,difficult,"hot_dry, thunderclouds_building, dog_movement_high",176,13,4,3,2,190,high,1,Synthetic ranger field report,5,1,0,1,0,1,0,1,0,1,1,1,1
76,Gunbalanya,1,2024-10-07,ranger,Kurrung,medium,moderate,"hot_dry, thunderclouds_building",37,5,3,4,1,70,medium,0,Synthetic ranger field report,1,1,1,0,0,1,1,0,1,0,0,0,0
32,Maningrida,1,2024-10-08,waldhep_staff,Kurrung,low,difficult,"hot_dry, thunderclouds_building",21,1,4,4,0,120,low,0,Synthetic ranger field report,1,0,0,1,1,1,1,1,0,0,1,0,1
120,Warruwi,1,2024-10-10,ranger,Kurrung,medium,difficult,"hot_dry, thunderclouds_building, dog_movement_high",53,4,0,4,1,180,high,0,Synthetic ranger field report,1,0,1,0,0,0,0,1,1,0,1,1,0
164,Jabiru,1,2024-10-13,ranger,Kurrung,low,easy,"hot_dry, thunderclouds_building",51,5,6,3,1,40,low,1,Synthetic ranger field report,3,1,1,1,1,0,0,0,0,0,0,0,1
437,Croker Camp,1,2024-10-13,waldhep_staff,Kurrung,medium,difficult,"hot_dry, thunderclouds_building",35,2,3,5,0,160,low,0,Synthetic ranger field report,4,1,0,1,1,0,1,0,1,1,0,0,1
304,Minjilang,1,2024-10-14,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",74,5,3,4,1,230,medium,1,Synthetic ranger field report,9,1,1,1,1,0,1,1,0,0,1,0,1
392,Outstation B,1,2024-10-16,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",83,9,5,3,1,105,medium,1,Synthetic ranger field report,5,1,0,0,0,1,1,1,1,1,0,1,0
211,Milingimbi,1,2024-10-20,ranger,Kurrung,medium,difficult,"hot_dry, thunderclouds_building, dog_movement_high",125,12,3,1,1,210,high,1,Synthetic ranger field report,8,1,0,0,1,1,1,1,0,1,1,0,0
257,Ramingining,1,2024-10-31,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",123,11,5,5,0,190,low,1,Synthetic ranger field report,7,1,1,1,0,0,0,1,0,1,1,1,0
348,Outstation A,1,2024-11-02,ranger,Kunumeleng,medium,moderate,"humid_build_up, afternoon_storms, mosquitoes_rising, dog_movement_high",82,15,5,8,0,95,high,1,Synthetic ranger field report,4,0,1,1,0,0,1,0,0,1,1,1,1
33,Maningrida,1,2024-11-04,ranger,Kunumeleng,high,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising, standing_water",180,13,9,8,1,120,low,1,Synthetic ranger field report,2,1,1,1,1,1,1,1,0,1,1,0,0
77,Gunbalanya,1,2024-11-10,ranger,Kunumeleng,high,moderate,"humid_build_up, afternoon_storms, mosquitoes_rising, standing_water, dog_movement_high",55,8,5,7,0,70,high,1,Synthetic ranger field report,1,1,0,0,1,0,0,0,1,1,0,1,0
121,Warruwi,1,2024-11-11,ranger,Kunumeleng,high,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising, standing_water",96,13,2,5,4,180,medium,1,Synthetic ranger field report,2,1,0,1,0,0,1,0,1,0,1,0,1
393,Outstation B,1,2024-11-12,ranger,Kunumeleng,medium,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising, dog_movement_high",99,11,5,4,1,105,high,0,Synthetic ranger field report,1,0,1,1,1,1,1,1,0,0,1,0,1
438,Croker Camp,1,2024-11-13,ranger,Kunumeleng,medium,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising, dog_movement_high",31,5,7,5,1,160,high,1,Synthetic ranger field report,6,0,1,0,0,0,0,0,1,1,0,0,1
165,Jabiru,1,2024-11-14,ranger,Kunumeleng,medium,easy,"humid_build_up, afternoon_storms, mosquitoes_rising",57,8,11,3,0,40,low,1,Synthetic ranger field report,1,1,1,0,0,1,0,0,1,0,1,1,1
305,Minjilang,1,2024-11-16,ranger,Kunumeleng,medium,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising",46,6,6,4,2,230,medium,1,Synthetic ranger field report,1,1,1,1,0,1,1,1,0,0,0,0,0
212,Milingimbi,1,2024-11-20,ranger,Kunumeleng,medium,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising, dog_movement_high",95,15,9,5,1,210,high,1,Synthetic ranger field report,1,0,1,1,0,1,1,1,1,0,1,1,1
349,Outstation A,1,2024-12-02,ranger,Kudjewk,low,moderate,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",20,3,4,3,0,95,high,1,Synthetic ranger field report,6,1,0,0,1,0,0,0,0,1,0,1,0
258,Ramingining,1,2024-12-03,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",107,14,7,7,0,190,high,1,Synthetic ranger field report,8,1,0,1,0,1,1,0,0,0,1,0,1
34,Maningrida,1,2024-12-04,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",151,30,5,12,2,120,low,1,Synthetic ranger field report,3,1,1,1,1,0,1,1,1,0,1,0,0
78,Gunbalanya,1,2024-12-05,veterinarian,Kudjewk,medium,moderate,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",67,13,12,4,2,70,high,1,Synthetic ranger field report,2,1,1,1,0,0,0,1,0,1,0,0,1
439,Croker Camp,1,2024-12-09,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high",40,5,6,3,1,160,low,1,Synthetic ranger field report,1,0,0,1,1,1,0,0,0,1,1,1,0
394,Outstation B,1,2024-12-11,waldhep_staff,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",83,18,2,8,1,105,medium,1,Synthetic ranger field report,2,1,1,1,1,1,0,1,1,1,1,0,0
166,Jabiru,1,2024-12-15,ranger,Kudjewk,medium,easy,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",20,3,6,7,0,40,high,1,Synthetic ranger field report,2,0,1,0,1,1,0,0,1,1,0,1,1
213,Milingimbi,1,2024-12-15,waldhep_staff,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",70,11,7,6,0,210,high,1,Synthetic ranger field report,1,1,0,0,1,1,1,0,1,1,0,1,0
